id,__typename,createdAt,datePlayed,archived,formatId,updatedAt,winningDeckId
93374489-8a4f-4605-bdd3-61399dc91d5a,Match,2024-10-15T00:38:07.879Z,2024-10-14,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-10-15T00:38:07.879Z,e1aaf410-f1d9-4b1c-a3d8-557dd9d06e15
6f9a85b9-81e7-4d06-b8fc-b2b3744c0f12,Match,2024-05-19T17:22:58.955Z,2024-05-11,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:22:58.955Z,e3edc986-a1fe-4787-98f4-dc9a85d4ccf6
f2cc24dd-d4c4-4584-90df-20b30441ba82,Match,2024-05-19T17:03:31.103Z,2024-04-02,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T17:03:31.103Z,0da2b3a3-5000-4e47-8afc-a8447305ae09
0c1fb3fe-5adc-4b47-a7df-1f5d9085a5a0,Match,2024-05-19T17:27:35.326Z,2024-05-18,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:27:35.326Z,e3edc986-a1fe-4787-98f4-dc9a85d4ccf6
9d62b0e3-9e6b-44b4-857d-33bc32559e50,Match,2024-05-19T17:01:52.200Z,2024-03-28,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T17:01:52.200Z,631dd081-e14a-430d-9cfc-94a45aa8391b
16125df8-2145-4814-af66-17cf628525f7,Match,2024-05-19T17:18:27.502Z,2024-04-29,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:18:27.502Z,01896448-0df8-4da0-b0dd-f0c3c06c1462
34ff7d84-1fab-4658-8348-2902322192aa,Match,2024-05-19T17:04:29.151Z,2024-04-06,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T17:04:29.151Z,bb2cefdc-d665-4799-96f2-8ca9162e5abd
6aca52c6-444a-4667-94b4-b4473cebf681,Match,2024-11-05T02:56:20.387Z,2024-11-04,False,unranked,2024-11-05T02:56:20.387Z,300b1cca-4bba-4c80-bf2c-eda97fc36244
841cdd0d-f967-453e-a3ef-e86736d114b7,Match,2024-05-19T17:11:47.133Z,2024-04-23,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:11:47.133Z,9a9d96de-6228-4756-8647-3ea1cfa9c650
de6cf46f-73ba-4e28-8322-e3ee661d179f,Match,2024-05-19T17:00:23.764Z,2024-03-25,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T17:00:23.764Z,c7690006-23fb-4b87-bb90-48dd072fd6c7
50901607-8f77-4e6a-9765-dee082276255,Match,2024-06-17T04:21:26.480Z,2024-06-16,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-17T04:21:26.480Z,9e932e29-f9ec-4662-a455-5afc2932ba90
bc9ccbd0-7034-4ee1-861e-7fe64bfc0398,Match,2025-03-03T03:45:15.782Z,2025-03-02,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2025-03-03T03:45:15.782Z,5181ba8a-6b5a-4603-be7f-78c47c5f44cc
785bb154-fc6d-4ecc-9c7a-ad3d6a6f1d6b,Match,2024-05-30T01:50:56.537Z,2024-05-29,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-30T01:50:56.537Z,afd96f9b-7aa8-4bb6-b5a2-3cc7f665fa44
f6522620-b50b-4ac2-8321-2d925233ba3c,Match,2024-09-15T02:12:29.618Z,2024-09-14,False,unranked,2024-09-15T02:12:29.618Z,203140ee-a62b-40f4-8bc8-85ba6e64bf96
270550d9-2902-443d-8448-d2af48262748,Match,2024-05-19T21:12:46.681Z,2024-05-19,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T21:12:46.681Z,01896448-0df8-4da0-b0dd-f0c3c06c1462
9ef3b2ef-8dd0-4793-aa97-5d8751ea9783,Match,2024-11-05T00:46:47.199Z,2024-11-04,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-11-05T00:46:47.199Z,a6f27936-232b-463a-8579-0901f58ac9ea
82bb580e-531b-4849-909f-93adcd593054,Match,2024-05-19T16:53:19.950Z,2024-03-11,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:53:19.950Z,9f2b5f40-f69f-459d-a21e-07ea0802597b
6ddefae1-1e92-434f-aed8-37874b105a7e,Match,2024-05-19T16:38:13.043Z,2024-02-25,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:39:33.418Z,bb2cefdc-d665-4799-96f2-8ca9162e5abd
7c031552-ace6-4fc9-b6ab-3fa7d0b1369a,Match,2024-05-26T21:40:03.780Z,2024-05-26,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-26T21:40:03.780Z,01896448-0df8-4da0-b0dd-f0c3c06c1462
35ae9377-40fa-4b75-a7ca-175faa2a1552,Match,2024-05-19T16:57:18.633Z,2024-03-19,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:57:18.633Z,0da2b3a3-5000-4e47-8afc-a8447305ae09
b4ece4fc-d532-4362-bf04-5f6125c40038,Match,2024-05-19T17:16:13.906Z,2024-04-27,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:16:13.906Z,75c2b55c-9112-43d4-8009-1ed1344ee62f
12134157-535b-49ce-8b40-56c8553d74f3,Match,2024-05-27T01:55:43.804Z,2024-05-26,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-27T01:55:43.804Z,e2c59977-4ccb-4e0e-9532-c7324d603f41
e9a41327-7c50-431b-899e-48724098a772,Match,2024-06-24T02:46:26.831Z,2024-06-23,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-24T02:46:26.831Z,1f783755-f47d-4a5d-83f5-f9a074c932b7
8b1b3172-5c40-49f3-8ccd-a97da5d02014,Match,2024-07-23T03:21:34.568Z,2024-07-22,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-07-23T03:21:34.568Z,15b6e205-8132-4d02-9e31-b005dae73745
a2a957e4-96d1-498d-9980-2ebad196cffc,Match,2024-05-19T17:16:30.872Z,2024-04-27,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:16:30.872Z,35794f1e-2411-41b1-a47e-09ed856b9372
a88a3928-be18-485f-af61-a040aa0b9735,Match,2024-05-25T21:37:30.213Z,2024-05-25,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-25T21:37:30.213Z,01896448-0df8-4da0-b0dd-f0c3c06c1462
9b96fc29-7fa2-43de-b9c0-45e9bda43166,Match,2024-06-17T04:21:37.911Z,2024-06-16,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-17T04:21:37.911Z,7782c783-a210-4d4b-a80d-976bef64f8e6
1e9658d6-2e51-4f46-bb32-091f5acead58,Match,2024-10-02T04:32:12.722Z,2024-10-01,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-10-02T04:32:12.722Z,15b6e205-8132-4d02-9e31-b005dae73745
36ba1e90-1659-4d58-93ae-cab45406ab1c,Match,2024-11-24T01:17:59.895Z,2024-11-23,False,unranked,2024-11-24T01:17:59.895Z,1b66a4ff-a57e-4e74-91d1-5ba6a13e4458
a183af42-c8aa-44ac-8980-3ce2526bb489,Match,2024-05-19T16:30:18.350Z,2024-02-25,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:31:46.921Z,25e5c40b-f4f8-444f-b743-6833d93a5232
9c98ec62-bc2b-4353-a20e-c35a6c1ba385,Match,2024-11-28T05:33:46.977Z,2024-11-28,False,unranked,2024-11-28T05:33:46.977Z,1c4ad29c-9a92-496e-beaf-15e5fe376bba
760443cd-483b-472d-bd2d-400bd497b092,Match,2024-06-19T22:41:41.784Z,2024-06-19,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-19T22:41:41.784Z,1f783755-f47d-4a5d-83f5-f9a074c932b7
94213126-50ea-4866-8657-837273925459,Match,2024-05-19T16:55:27.015Z,2024-03-15,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:55:27.015Z,250e0faa-79e1-4a07-aab3-24a7e087a655
eda07efd-3517-44a2-b837-d63c77c52087,Match,2024-05-27T01:32:52.776Z,2024-05-26,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-27T01:32:52.776Z,2ba24060-6877-45c8-8469-e852ca089bc7
8b2347c1-8782-4a8f-88a6-e4c1b729ab22,Match,2024-09-15T01:31:00.043Z,2024-09-14,False,unranked,2024-09-15T01:31:00.043Z,971e723e-4b03-4a96-95fb-f1f5522a02e5
016a5ebb-a5af-4f6a-b293-079e90facd2e,Match,2025-02-27T06:01:22.834Z,2025-02-26,False,05e144bc-397d-4033-80c0-420c6719d84c,2025-02-27T06:01:22.834Z,1290996b-5e32-48d8-9037-2ee321d601d7
b9fb3c5f-c707-4a60-88ab-83d9c7972dcb,Match,2025-02-15T23:25:21.800Z,2025-02-15,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2025-02-15T23:25:21.800Z,e3edc986-a1fe-4787-98f4-dc9a85d4ccf6
d2c7d908-dc60-4af7-9e8d-d166f663c28d,Match,2024-09-10T02:31:29.272Z,2024-09-09,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-09-10T02:31:29.272Z,c7690006-23fb-4b87-bb90-48dd072fd6c7
0a914a11-4463-4da5-9952-a85c1473d6e5,Match,2024-11-27T03:25:32.192Z,2024-11-26,False,unranked,2024-11-27T03:25:32.192Z,1c4ad29c-9a92-496e-beaf-15e5fe376bba
37fa42f6-43d8-4b00-89ef-49ad6c73305c,Match,2024-09-24T00:59:50.890Z,2024-09-23,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-09-24T00:59:50.890Z,b9f609d7-37bd-48a8-aef8-e364d65cc147
5ae2602f-1406-4149-80bb-73dab00d40fd,Match,2024-06-16T22:00:36.927Z,2024-06-16,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-16T22:00:36.927Z,971e723e-4b03-4a96-95fb-f1f5522a02e5
ba546572-3291-40b6-aa11-3f512a702fe2,Match,2024-05-19T17:27:15.758Z,2024-05-18,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:27:15.758Z,01896448-0df8-4da0-b0dd-f0c3c06c1462
c1523efd-a70f-4946-9825-37a8c1b38d2c,Match,2024-05-19T16:59:48.239Z,2024-03-25,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:59:48.239Z,e14da347-acb7-41f0-b98e-fdab9b2d5744
43f14f65-6288-49d9-86fe-5d3c336006fc,Match,2024-06-28T02:17:38.787Z,2024-06-27,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-28T02:17:38.787Z,15b6e205-8132-4d02-9e31-b005dae73745
a118966d-3e1c-446d-b9f5-d5d366b5534c,Match,2024-05-19T16:48:17.081Z,2024-03-04,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:48:17.081Z,885e878c-4d0e-4aaf-8cfa-0e2b8c765710
0088c9ce-d036-4190-a380-c06879730c31,Match,2024-05-19T17:23:13.760Z,2024-05-11,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:23:13.760Z,7782c783-a210-4d4b-a80d-976bef64f8e6
f1527ba4-5b8f-4618-8f41-c29f5e5bac7e,Match,2025-01-14T03:08:20.566Z,2025-01-13,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2025-01-14T03:08:20.566Z,624d0224-081d-4438-97a9-bcc5cb83ca99
ae10cb03-5695-4a6d-b4d5-e9145e9f4ba4,Match,2024-06-11T01:01:57.638Z,2024-06-10,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-11T01:01:57.638Z,1f783755-f47d-4a5d-83f5-f9a074c932b7
670d1262-cfa8-4f76-8448-1d116183b200,Match,2024-09-24T01:55:38.943Z,2024-09-23,False,unranked,2024-09-24T01:55:38.943Z,971e723e-4b03-4a96-95fb-f1f5522a02e5
9689ce26-ba99-4b1d-b04e-6867d5fb5153,Match,2024-07-26T02:45:24.446Z,2024-07-25,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-07-26T02:45:24.446Z,56dd136e-e970-440e-8346-fc19c9ff4522
dfee2981-aede-40de-8df4-a4066ed359f1,Match,2024-09-28T03:26:08.013Z,2024-09-27,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-09-28T03:26:08.013Z,eddd609d-2556-4463-912d-eff97e7b2850
c6b11165-29e0-48b8-a5e3-72cf13339399,Match,2025-02-16T02:58:13.479Z,2025-02-15,False,05e144bc-397d-4033-80c0-420c6719d84c,2025-02-16T02:58:13.479Z,eec3891c-2e1c-48fe-bdb1-b0a6db1f0696
aeb793d9-c9cc-40b5-9fb0-dea5bc599f2e,Match,2024-06-28T01:41:53.171Z,2024-06-27,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-28T01:41:53.171Z,983f7936-56be-444e-b78b-6c7d4b6b4116
95ee6cda-2d3f-49e5-86a1-453bbf0bdf20,Match,2024-10-02T04:33:10.042Z,2024-10-01,False,unranked,2024-10-02T04:33:10.042Z,9e932e29-f9ec-4662-a455-5afc2932ba90
419ef7c8-ca16-4b71-8088-d042d4f88358,Match,2024-05-23T01:42:59.144Z,2024-05-22,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-23T01:42:59.144Z,624d0224-081d-4438-97a9-bcc5cb83ca99
fc5490c9-04b0-4999-a601-075c86af89d0,Match,2024-05-19T17:04:05.769Z,2024-04-06,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T17:04:05.769Z,89b053b1-41d1-4374-8bb3-c2cc6ca6c27b
8c89d1ef-89fa-4bed-bf5d-aa948cef24d3,Match,2024-08-05T02:53:11.014Z,2024-08-04,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-08-05T02:53:11.014Z,1f783755-f47d-4a5d-83f5-f9a074c932b7
80c39fb1-73ee-4921-a6eb-7063f8898825,Match,2024-11-05T00:21:00.332Z,2024-11-03,False,unranked,2024-11-05T00:21:00.332Z,38c4be29-1c04-41f1-ab19-655ac8623e62
2f5b8955-efd8-4290-9c79-bce922e1f64d,Match,2024-05-19T17:25:18.027Z,2024-05-13,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:25:18.027Z,7782c783-a210-4d4b-a80d-976bef64f8e6
0b8acb71-cdd5-421e-bad4-7ecfa798c667,Match,2024-08-20T02:50:30.126Z,2024-08-19,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-08-20T02:50:30.126Z,a36c6e8e-db11-4660-9b56-0dc01c101ab7
4bd02bf0-6c4e-4b6e-97c5-ea355f2f6a4e,Match,2024-05-19T17:26:46.245Z,2024-05-18,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T17:26:46.245Z,89b053b1-41d1-4374-8bb3-c2cc6ca6c27b
924cc137-8a82-401c-915a-6d9d8be24bf8,Match,2024-11-05T01:06:09.609Z,2024-11-04,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-11-05T01:06:09.609Z,bfd5093d-0f43-450e-87af-5d7b993246c0
f325b77e-0127-4460-bb70-0343671860c0,Match,2024-05-19T17:18:55.496Z,2024-04-29,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:18:55.496Z,01896448-0df8-4da0-b0dd-f0c3c06c1462
7e7cdca7-70be-4f43-b9e7-fd2578fdd079,Match,2024-08-20T01:13:42.799Z,2024-08-19,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-08-20T01:13:42.799Z,be7db7df-6bb0-4f10-8cba-e60d383df3f1
3a89732b-e3ff-4316-acd0-0210edecd863,Match,2024-05-19T16:59:29.536Z,2024-03-24,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:59:29.536Z,6ee12394-95a1-4e5a-8f98-e75351f969dc
c2f1a431-1881-4ad4-8993-d7ba141a83c2,Match,2024-05-19T16:49:26.252Z,2024-03-05,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:49:26.252Z,885e878c-4d0e-4aaf-8cfa-0e2b8c765710
2e0b22f1-3778-4428-9ca5-2a8479b0ac4b,Match,2024-05-19T17:08:07.065Z,2024-04-22,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-19T17:08:07.065Z,cca70ec5-8b5b-4274-baba-b6006e7f55ab
79c8df6f-34a2-4463-b935-02a95c2e51d7,Match,2024-06-02T22:42:08.596Z,2024-06-02,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-02T22:42:08.596Z,9e932e29-f9ec-4662-a455-5afc2932ba90
3965369e-a004-4327-8b49-1565899183d9,Match,2024-10-17T02:01:35.738Z,2024-10-16,False,unranked,2024-10-17T02:01:35.738Z,be7db7df-6bb0-4f10-8cba-e60d383df3f1
a1a5d1f6-bd6d-4b30-86e9-7f4a036d279c,Match,2024-10-19T01:05:04.807Z,2024-10-18,False,unranked,2024-10-19T01:05:04.807Z,60228cea-c28f-4add-b03a-6f2efec202d1
ec2fcdfe-8533-467a-9d5e-95ef53ccffbc,Match,2024-05-19T16:55:00.819Z,2024-03-13,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:55:00.819Z,6ee12394-95a1-4e5a-8f98-e75351f969dc
7be2fff8-8e12-4a83-bf09-99548e73f921,Match,2024-05-19T16:48:39.392Z,2024-03-04,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:48:39.392Z,bb2cefdc-d665-4799-96f2-8ca9162e5abd
4dfe3f27-e2a5-442f-ad35-477232fc8386,Match,2024-05-19T17:06:05.117Z,2024-04-16,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T17:06:05.117Z,48ee0e6f-9456-4d47-9a9f-40d9e99806d2
801a938f-7a1b-48ea-b8c5-00575b69034c,Match,2024-10-02T04:32:32.085Z,2024-10-01,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-10-02T04:32:32.085Z,15b6e205-8132-4d02-9e31-b005dae73745
7db41074-24c9-4e3f-ac4e-742cf9c66a37,Match,2024-05-22T03:02:48.085Z,2024-05-21,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-22T03:02:48.085Z,7782c783-a210-4d4b-a80d-976bef64f8e6
e2cbfbea-17c0-456e-9949-a3b0ff9a3c0c,Match,2025-02-16T00:24:46.235Z,2025-02-15,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2025-02-16T00:24:46.235Z,e3edc986-a1fe-4787-98f4-dc9a85d4ccf6
653f30b6-a573-41eb-bf2f-bfe6b3aeb0aa,Match,2025-02-01T01:29:13.945Z,2025-01-31,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2025-02-01T01:29:13.945Z,15b6e205-8132-4d02-9e31-b005dae73745
57c2e088-a81b-432f-bf3a-8552dcbd10d7,Match,2024-10-02T04:32:53.131Z,2024-10-01,False,unranked,2024-10-02T04:32:53.131Z,9e932e29-f9ec-4662-a455-5afc2932ba90
6fc07d5b-1421-4abd-bcb4-acaf56288844,Match,2024-05-19T16:53:40.835Z,2024-03-11,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:53:40.835Z,6ee12394-95a1-4e5a-8f98-e75351f969dc
0f07d24d-1f78-4da0-b2c3-997c8c4e58e2,Match,2024-12-17T02:49:16.793Z,2024-12-16,False,05e144bc-397d-4033-80c0-420c6719d84c,2024-12-17T02:49:16.793Z,eec3891c-2e1c-48fe-bdb1-b0a6db1f0696
4cc93a48-db7e-4636-a2e7-1d48b485e1ba,Match,2024-05-27T18:07:07.927Z,2024-05-27,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-05-27T18:07:07.927Z,01896448-0df8-4da0-b0dd-f0c3c06c1462
a0e2721f-6a8e-4abc-9a6c-74cf4d06e4cb,Match,2025-03-04T03:33:23.111Z,2025-03-03,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2025-03-04T03:33:23.111Z,452e2bea-687c-40bb-8b80-e8f2ce186b27
0fb904c0-3186-4809-831e-84b40e685c91,Match,2025-01-25T23:34:01.521Z,2025-01-25,False,05e144bc-397d-4033-80c0-420c6719d84c,2025-01-25T23:34:01.521Z,d008e305-a316-4c0f-ad1f-c0f2e406ddb2
e3e2e178-0878-4aac-906c-60dcc64702bf,Match,2024-05-19T17:02:40.599Z,2024-04-01,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T17:02:40.599Z,661cce5b-87d7-4f09-8656-6842e9302fbe
a8c29a5c-8411-411a-b0a4-f3ab79a093cd,Match,2024-10-07T21:53:14.605Z,2024-10-07,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-10-07T21:53:14.605Z,48cf8d82-a432-44d1-841f-5ccf63d81551
742e7c09-f0ec-461b-afac-b989f0609e91,Match,2024-05-19T16:46:56.133Z,2024-03-03,False,e692a8b9-5e99-460b-b810-59b06254eaa9,2024-05-19T16:46:56.133Z,bb2cefdc-d665-4799-96f2-8ca9162e5abd
d939ab3e-5f78-4a45-9212-34f8c6699ce5,Match,2024-07-14T23:37:39.849Z,2024-07-14,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-07-14T23:37:39.849Z,1f783755-f47d-4a5d-83f5-f9a074c932b7
ea34512e-29f2-418d-b204-f43b2cd9bef5,Match,2024-06-01T21:07:38.877Z,2024-06-01,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-06-01T21:07:38.877Z,01896448-0df8-4da0-b0dd-f0c3c06c1462
b8c4651d-08a7-45e1-933b-ec6cabfe0dd3,Match,2024-11-02T03:03:09.960Z,2024-11-01,False,unranked,2024-11-02T03:03:09.960Z,e5e6862b-e3b1-4c9d-a823-790cdae7a37f
9df6bd67-ba7a-44ea-9332-450858e63982,Match,2024-07-17T02:02:05.963Z,2024-07-16,False,0719aa40-07f3-4b3d-b588-82da8605ffbb,2024-07-17T02:02:05.963Z,56dd136e-e970-440e-8346-fc19c9ff4522
